0.502453655296  1.60771263806e-36
0.539953575724  8.71230433634e-37
0.566525774297  5.33669923121e-37
0.605202759469  2.77625261128e-37
0.638852765198  1.44425949969e-37
0.678372688429  8.15282657084e-38
0.724647176037  4.60226026615e-38
0.778647800786  2.93662995136e-38
0.856967135481  1.59137978105e-38
0.926288603498  1.10186554521e-38
1.04396554775  7.03083088595e-39
1.1765300804  4.86812161351e-39
1.3023415786  3.65757217354e-39
1.40754116607  2.98195516012e-39
1.56725326796  2.53248960753e-39
1.73470883009  2.15077131207e-39
1.97823941529  1.75348655008e-39
2.15088510559  1.37237337488e-39
2.38095162414  9.89840935111e-40
2.62029808968  5.82058640469e-40
2.90095840968  3.42269397969e-40
3.21176523813  1.93210641353e-40
3.6414496778  1.23284673944e-40
4.03084579034  9.26276351828e-41
4.56950608529  7.249539513e-41
5.02739506362  6.68088048809e-41
5.59784788731  5.67388156319e-41
6.1959584696  4.81866605015e-41
6.89918936417  3.92857486097e-41
7.54518091446  3.77134856802e-41
8.60374347759  3.47552130955e-41
10.1078460112  3.2028989512e-41
12.0883586239  3.33642676485e-41
14.2850978198  3.62041466049e-41
16.680833768  3.92857486097e-41
19.3625082884  4.26296484949e-41
21.6851004109  4.62581723681e-41

