# ADMX Run 2019 publisehd in 10.1103/PhysRevLett.124.101303
# only the standard dark matter model with 0.45 GeV/cc density and maxwell-boltzman lineshape is shown.
# Values of "1" indicate no limit set typically due to mode crossing, see paper for details
# Axion Mass (eV) MB Limit (GeV^-1) 

2.80432E-06	1
2.80432E-06	3.20000E-16
2.80461E-06	3.10000E-16
2.80490E-06	3.40000E-16
2.80519E-06	3.50000E-16
2.80548E-06	3.60000E-16
2.80577E-06	3.40000E-16
2.80606E-06	3.20000E-16
2.80635E-06	3.20000E-16
2.80664E-06	3.30000E-16
2.80693E-06	3.50000E-16
2.80722E-06	3.60000E-16
2.80751E-06	3.60000E-16
2.80780E-06	3.40000E-16
2.80809E-06	3.40000E-16
2.80838E-06	3.40000E-16
2.80867E-06	3.50000E-16
2.80896E-06	3.40000E-16
2.80925E-06	3.40000E-16
2.80954E-06	3.30000E-16
2.80983E-06	3.20000E-16
2.81012E-06	3.20000E-16
2.81041E-06	3.30000E-16
2.81070E-06	3.30000E-16
2.81099E-06	3.40000E-16
2.81128E-06	3.40000E-16
2.81157E-06	3.40000E-16
2.81186E-06	3.50000E-16
2.81215E-06	3.50000E-16
2.81244E-06	3.40000E-16
2.81273E-06	3.40000E-16
2.81302E-06	3.60000E-16
2.81331E-06	3.60000E-16
2.81360E-06	3.60000E-16
2.81389E-06	3.50000E-16
2.81417E-06	3.70000E-16
2.81446E-06	3.80000E-16
2.81475E-06	3.60000E-16
2.81504E-06	3.60000E-16
2.81533E-06	3.80000E-16
2.81562E-06	3.60000E-16
2.81591E-06	3.60000E-16
2.81620E-06	3.30000E-16
2.81649E-06	2.60000E-16
2.81678E-06	3.40000E-16
2.81707E-06	3.60000E-16
2.81736E-06	3.50000E-16
2.81765E-06	3.50000E-16
2.81794E-06	3.70000E-16
2.81823E-06	3.90000E-16
2.81852E-06	3.90000E-16
2.81881E-06	3.60000E-16
2.81910E-06	3.60000E-16
2.81939E-06	3.80000E-16
2.81968E-06	3.70000E-16
2.81997E-06	3.70000E-16
2.82026E-06	3.50000E-16
2.82055E-06	3.50000E-16
2.82084E-06	3.50000E-16
2.82113E-06	3.50000E-16
2.82142E-06	3.60000E-16
2.82171E-06	3.70000E-16
2.82200E-06	3.70000E-16
2.82229E-06	3.60000E-16
2.82258E-06	3.60000E-16
2.82287E-06	3.50000E-16
2.82316E-06	3.50000E-16
2.82345E-06	3.60000E-16
2.82374E-06	3.40000E-16
2.82403E-06	3.40000E-16
2.82432E-06	3.30000E-16
2.82461E-06	3.40000E-16
2.82489E-06	3.60000E-16
2.82518E-06	3.50000E-16
2.82547E-06	3.60000E-16
2.82576E-06	3.40000E-16
2.82605E-06	3.10000E-16
2.82634E-06	3.50000E-16
2.82663E-06	3.50000E-16
2.82692E-06	3.30000E-16
2.82721E-06	3.10000E-16
2.82750E-06	3.00000E-16
2.82779E-06	3.20000E-16
2.82808E-06	3.40000E-16
2.82837E-06	3.40000E-16
2.82866E-06	3.40000E-16
2.82895E-06	3.40000E-16
2.82924E-06	3.50000E-16
2.82953E-06	3.50000E-16
2.82982E-06	3.50000E-16
2.83011E-06	3.40000E-16
2.83040E-06	3.30000E-16
2.83069E-06	3.20000E-16
2.83098E-06	3.30000E-16
2.83127E-06	3.30000E-16
2.83156E-06	3.10000E-16
2.83185E-06	3.00000E-16
2.83214E-06	3.00000E-16
2.83243E-06	2.90000E-16
2.83272E-06	3.00000E-16
2.83301E-06	3.40000E-16
2.83330E-06	3.50000E-16
2.83359E-06	3.60000E-16
2.83388E-06	3.60000E-16
2.83417E-06	3.50000E-16
2.83446E-06	3.40000E-16
2.83475E-06	3.50000E-16
2.83504E-06	3.50000E-16
2.83533E-06	3.50000E-16
2.83562E-06	3.50000E-16
2.83590E-06	3.50000E-16
2.83619E-06	3.30000E-16
2.83648E-06	3.00000E-16
2.83677E-06	3.00000E-16
2.83706E-06	2.90000E-16
2.83735E-06	2.90000E-16
2.83764E-06	2.80000E-16
2.83793E-06	2.60000E-16
2.83822E-06	2.50000E-16
2.83851E-06	2.50000E-16
2.83880E-06	2.90000E-16
2.83909E-06	3.30000E-16
2.83938E-06	3.50000E-16
2.83967E-06	3.50000E-16
2.83996E-06	3.60000E-16
2.84025E-06	3.70000E-16
2.84054E-06	3.50000E-16
2.84083E-06	3.50000E-16
2.84112E-06	3.60000E-16
2.84141E-06	3.70000E-16
2.84170E-06	3.70000E-16
2.84199E-06	3.70000E-16
2.84228E-06	3.60000E-16
2.84257E-06	3.30000E-16
2.84286E-06	3.70000E-16
2.84315E-06	3.70000E-16
2.84344E-06	3.60000E-16
2.84373E-06	3.70000E-16
2.84402E-06	3.50000E-16
2.84431E-06	3.50000E-16
2.84460E-06	3.20000E-16
2.84489E-06	2.40000E-16
2.84518E-06	3.20000E-16
2.84547E-06	3.20000E-16
2.84576E-06	3.20000E-16
2.84605E-06	3.50000E-16
2.84634E-06	3.50000E-16
2.84662E-06	3.40000E-16
2.84691E-06	3.20000E-16
2.84720E-06	3.20000E-16
2.84749E-06	3.20000E-16
2.84778E-06	3.20000E-16
2.84807E-06	3.20000E-16
2.84836E-06	3.10000E-16
2.84865E-06	3.10000E-16
2.84894E-06	3.20000E-16
2.84923E-06	3.30000E-16
2.84952E-06	3.20000E-16
2.84981E-06	3.30000E-16
2.85010E-06	3.30000E-16
2.85039E-06	3.20000E-16
2.85068E-06	3.20000E-16
2.85097E-06	3.20000E-16
2.85126E-06	3.10000E-16
2.85155E-06	3.10000E-16
2.85184E-06	3.20000E-16
2.85213E-06	3.20000E-16
2.85242E-06	3.30000E-16
2.85271E-06	3.30000E-16
2.85300E-06	3.40000E-16
2.85329E-06	3.30000E-16
2.85358E-06	3.20000E-16
2.85387E-06	3.20000E-16
2.85416E-06	3.30000E-16
2.85445E-06	3.20000E-16
2.85474E-06	3.20000E-16
2.85503E-06	3.30000E-16
2.85532E-06	3.40000E-16
2.85561E-06	3.40000E-16
2.85590E-06	3.40000E-16
2.85619E-06	3.40000E-16
2.85648E-06	3.40000E-16
2.85677E-06	3.50000E-16
2.85706E-06	3.50000E-16
2.85735E-06	3.60000E-16
2.85763E-06	3.60000E-16
2.85792E-06	3.60000E-16
2.85821E-06	3.60000E-16
2.85850E-06	3.50000E-16
2.85879E-06	3.60000E-16
2.85908E-06	3.60000E-16
2.85937E-06	3.70000E-16
2.85966E-06	3.50000E-16
2.85995E-06	3.40000E-16
2.86024E-06	3.60000E-16
2.86053E-06	3.60000E-16
2.86082E-06	3.50000E-16
2.86111E-06	3.60000E-16
2.86140E-06	3.50000E-16
2.86169E-06	3.50000E-16
2.86198E-06	3.50000E-16
2.86227E-06	3.60000E-16
2.86256E-06	3.70000E-16
2.86285E-06	3.70000E-16
2.86314E-06	3.60000E-16
2.86343E-06	3.60000E-16
2.86372E-06	3.60000E-16
2.86401E-06	3.60000E-16
2.86430E-06	3.60000E-16
2.86459E-06	3.60000E-16
2.86488E-06	3.70000E-16
2.86517E-06	3.60000E-16
2.86546E-06	3.50000E-16
2.86575E-06	3.50000E-16
2.86604E-06	3.50000E-16
2.86633E-06	3.40000E-16
2.86662E-06	3.40000E-16
2.86691E-06	3.30000E-16
2.86720E-06	3.30000E-16
2.86749E-06	3.30000E-16
2.86778E-06	3.30000E-16
2.86807E-06	3.50000E-16
2.86835E-06	3.60000E-16
2.86864E-06	3.60000E-16
2.86893E-06	3.50000E-16
2.86922E-06	3.50000E-16
2.86951E-06	3.50000E-16
2.86980E-06	3.60000E-16
2.87009E-06	3.60000E-16
2.87038E-06	3.50000E-16
2.87067E-06	3.50000E-16
2.87096E-06	3.50000E-16
2.87125E-06	3.50000E-16
2.87154E-06	3.50000E-16
2.87183E-06	3.60000E-16
2.87212E-06	3.50000E-16
2.87241E-06	3.40000E-16
2.87270E-06	3.40000E-16
2.87299E-06	3.40000E-16
2.87328E-06	3.40000E-16
2.87357E-06	3.40000E-16
2.87386E-06	3.40000E-16
2.87415E-06	3.50000E-16
2.87444E-06	3.50000E-16
2.87473E-06	3.60000E-16
2.87502E-06	3.60000E-16
2.87531E-06	3.50000E-16
2.87560E-06	3.50000E-16
2.87589E-06	3.50000E-16
2.87618E-06	3.50000E-16
2.87647E-06	3.60000E-16
2.87676E-06	3.50000E-16
2.87705E-06	3.60000E-16
2.87734E-06	3.70000E-16
2.87763E-06	3.60000E-16
2.87792E-06	3.60000E-16
2.87821E-06	3.60000E-16
2.87850E-06	3.60000E-16
2.87879E-06	3.50000E-16
2.87907E-06	3.50000E-16
2.87936E-06	3.60000E-16
2.87965E-06	3.60000E-16
2.87994E-06	3.70000E-16
2.88023E-06	3.60000E-16
2.88052E-06	3.60000E-16
2.88081E-06	3.60000E-16
2.88110E-06	3.70000E-16
2.88139E-06	3.70000E-16
2.88168E-06	3.70000E-16
2.88197E-06	3.70000E-16
2.88226E-06	3.60000E-16
2.88255E-06	3.70000E-16
2.88284E-06	3.60000E-16
2.88313E-06	3.50000E-16
2.88342E-06	3.60000E-16
2.88371E-06	3.60000E-16
2.88400E-06	3.70000E-16
2.88429E-06	3.70000E-16
2.88458E-06	3.70000E-16
2.88487E-06	3.70000E-16
2.88516E-06	3.60000E-16
2.88545E-06	3.60000E-16
2.88574E-06	3.60000E-16
2.88603E-06	3.80000E-16
2.88632E-06	3.70000E-16
2.88661E-06	3.60000E-16
2.88690E-06	3.40000E-16
2.88719E-06	3.50000E-16
2.88748E-06	3.70000E-16
2.88777E-06	3.70000E-16
