 6.34264127659408e-005    1
 6.34264127659408e-005    9.17293932378657e-015
 6.46680249330262e-005    9.17293932378657e-015
 6.59831233929977e-005    9.20178003280768e-015
 6.72747847885329e-005    9.43579418548838e-015
 6.86428947000686e-005    9.73669855519290e-015
 6.99866228020832e-005    9.73669855519290e-015
 7.14098810500496e-005    1.01741537386624e-014
 7.28620828869377e-005    1.02704216868937e-014
 7.42884042676762e-005    1.03027129986467e-014
 7.57991441758046e-005    1.06982198904615e-014
 7.72829603898894e-005    1.09016310334341e-014
 7.88545980314602e-005    1.08674625608810e-014
 8.03982266883069e-005    1.14992106568382e-014
 8.20332168432054e-005    1.14992106568382e-014
 8.37014563982055e-005    1.15716338444793e-014
 8.53399653747464e-005    1.20158528512254e-014
 8.70754514539112e-005    1.22059400848709e-014
 8.87800085187826e-005    1.21676835774276e-014
 9.05854518209435e-005    1.29561043624210e-014
 9.23587193641808e-005    1.29154966501488e-014
 9.42369398560942e-005    1.28750162127311e-014
 9.60816875883364e-005    1.34534712760759e-014
 9.80356189092596e-005    1.36234675584104e-014
 1.00029285664715e-004    1.36234675584104e-014
 1.01987422231645e-004    1.40138543858561e-014
 1.04061453440301e-004    1.44154279302217e-014
 1.06098522243055e-004    1.44154279302217e-014
 1.08256157385795e-004    1.51579602366896e-014
 1.10375340172754e-004    1.52534265979242e-014
 1.12619949313521e-004    1.53013850137119e-014
 1.14824556088938e-004    1.58887840054173e-014
 1.17159645138524e-004    1.61908862007431e-014
 1.19542220902235e-004    1.61908862007431e-014
 1.21882335524520e-004    1.71859610876606e-014
 1.24360952614063e-004    1.71320959331786e-014
 1.26795396958973e-004    1.71859610876606e-014
 1.29373926787971e-004    1.81280201358072e-014
 1.31906503274621e-004    1.81280201358072e-014
 1.34588973312887e-004    1.80712023296869e-014
 1.37223637635422e-004    1.87649307743897e-014
 1.40014237699564e-004    1.91818394740485e-014
 1.42861587816774e-004    1.91217187312370e-014
 1.45658193803258e-004    2.00436505960460e-014
 1.48620320241344e-004    2.02969195119874e-014
 1.51529657059252e-004    2.02333038259372e-014
 1.54611186437102e-004    2.10100323544706e-014
 1.57637798251902e-004    2.14768214609162e-014
 1.60843543686823e-004    2.14095076633418e-014
 1.63992157838717e-004    2.25123019183966e-014
 1.67327126464161e-004    2.27253135527120e-014
 1.70729915501747e-004    2.28684398677910e-014
 1.74072061638164e-004    2.35237456957928e-014
 1.77612016668822e-004    2.39710156199458e-014
 1.81088884290682e-004    2.40463830743715e-014
 1.84771534458137e-004    2.53645003815656e-014
 1.88388554171374e-004    2.53645003815656e-014
 1.92219651498431e-004    2.53645003815656e-014
 1.92219651498431e-004    2.72635761911315e-014
 1.96128658583829e-004    2.65040891348922e-014
 1.99968001188785e-004    2.69233759758951e-014
 2.04034579852341e-004    2.69233759758951e-014
 2.08028685869115e-004    2.76080751312585e-014
 2.12259187801093e-004    2.83991974219796e-014
 2.16414295723120e-004    2.83991974219796e-014
 2.20815328649609e-004    2.98620274999805e-014
 2.25137928443201e-004    2.99559169301301e-014
2.25137928443201e-004    1
