1.02229e-09 1
1.02229e-09 1.94481e-11 
1.08618e-09 1.97438e-11 
1.18092e-09 1.99683e-11 
1.21600e-09 2.02339e-11 
1.33877e-09 2.13325e-11 
1.40180e-09 2.20285e-11 
1.47703e-09 2.27902e-11 
1.53368e-09 2.31370e-11 
1.68146e-09 2.38013e-11 
1.79029e-09 2.40721e-11 
1.87848e-09 2.43921e-11 
2.05513e-09 2.38894e-11 
2.23434e-09 2.33972e-11 
2.37397e-09 2.30456e-11 
2.51701e-09 2.20232e-11 
2.60257e-09 2.13267e-11 
2.80004e-09 2.00368e-11 
2.93789e-09 1.91480e-11 
3.04424e-09 2.00361e-11 
3.18761e-09 2.14056e-11 
3.27549e-09 2.23141e-11 
3.47303e-09 2.35259e-11 
3.59871e-09 2.41563e-11 
3.70564e-09 2.48505e-11 
3.98693e-09 2.48968e-11 
4.35281e-09 2.49901e-11 
4.56719e-09 2.48954e-11 
4.78205e-09 2.40169e-11 
5.11272e-09 2.25644e-11 
5.28643e-09 2.10403e-11 
5.43190e-09 1.98805e-11 
5.53478e-09 1.79517e-11 
5.52286e-09 1.57572e-11 
5.46518e-09 1.43638e-11 
5.41945e-09 1.32428e-11 
5.39662e-09 1.21863e-11 
5.41898e-09 1.11296e-11 
5.45282e-09 1.01453e-11 
5.48689e-09 9.31819e-12 
5.56750e-09 8.47803e-12 
5.67300e-09 7.80157e-12 
5.89037e-09 7.38542e-12 
6.23215e-09 6.86055e-12 
6.62149e-09 6.54381e-12 
6.97658e-09 6.26536e-12 
7.45908e-09 6.02143e-12 
7.92515e-09 5.87516e-12 
8.87199e-09 5.60380e-12 
9.82901e-09 5.69968e-12 
1.03348e-08 5.78638e-12 
1.10037e-08 5.86328e-12 
1.16185e-08 6.04313e-12 
1.22165e-08 6.26392e-12 
1.26851e-08 6.40748e-12 
1.35064e-08 6.72998e-12 
1.42611e-08 6.98905e-12 
1.50266e-08 7.41054e-12 
1.57342e-08 7.81305e-12 
1.65442e-08 8.26860e-12 
1.77636e-08 8.93444e-12 
1.89138e-08 9.49113e-12 
1.98874e-08 1.00066e-11 
2.08239e-08 1.04509e-11 
2.14875e-08 1.07716e-11 
2.24523e-08 1.12925e-11 
2.40569e-08 1.23877e-11 
2.51369e-08 1.27436e-11 
2.72726e-08 1.33345e-11 
2.83190e-08 1.39003e-11 
2.99641e-08 1.46552e-11 
3.16384e-08 1.53059e-11 
3.42553e-08 1.63828e-11 
3.75563e-08 1.70454e-11 
4.05771e-08 1.77014e-11 
4.23099e-08 1.80047e-11 
4.29329e-08 1.75014e-11 
4.35639e-08 1.60139e-11 
4.37447e-08 1.48762e-11 
4.43876e-08 1.36376e-11 
4.69598e-08 1.09736e-11 
4.76511e-08 1.05466e-11 
4.93736e-08 1.00029e-11 
5.13724e-08 9.38028e-12 
5.31185e-08 8.96424e-12 
5.57370e-08 9.70451e-12 
5.94731e-08 1.13307e-11 
6.30625e-08 1.30064e-11 
6.48015e-08 1.37389e-11 
6.67279e-08 1.45401e-11 
6.88583e-08 1.67855e-11 
6.98755e-08 1.78654e-11 
7.10564e-08 1.91954e-11 
7.31713e-08 2.17860e-11 
7.40967e-08 2.28830e-11 
7.58231e-08 2.46794e-11 
7.80782e-08 2.68188e-11 
8.00639e-08 2.84365e-11 
8.14159e-08 2.97557e-11 
8.34861e-08 3.11948e-11 
9.03882e-08 3.11349e-11 
9.86826e-08 3.09578e-11 
1.03111e-07 3.08988e-11 
1.12100e-07 2.89203e-11 
1.19601e-07 2.72741e-11 
1.24965e-07 2.60151e-11 
1.29484e-07 2.51447e-11 
1.38156e-07 2.62610e-11 
1.50210e-07 2.83755e-11 
1.58936e-07 2.97475e-11 
1.71009e-07 3.27561e-11 
1.74990e-07 3.39533e-11 
1.78689e-07 3.51277e-11 
1.88279e-07 3.64111e-11 
2.09034e-07 4.01689e-11 
2.17053e-07 4.16367e-11 
2.41989e-07 4.60207e-11 
2.50748e-07 4.77926e-11 
2.60376e-07 5.29262e-11 
2.70941e-07 5.90559e-11 
2.86094e-07 6.79178e-11 
3.02734e-07 8.14253e-11 
3.08492e-07 8.63370e-11 
3.09787e-07 8.79839e-11 
3.09787e-07 1
