6.28449058277  4.35135580216e-40
6.36051105663  3.72168385707e-40
6.51532187796  2.8308600284e-40
6.75463167847  2.51654914856e-40
7.00273140244  2.15150958152e-40
7.39207157454  1.70078762127e-40
7.8974482719  1.39771148345e-40
8.48825431017  1.14852572383e-40
8.85309541842  1.06153091321e-40
9.6885689856  8.7201323859e-41
10.4761617364  8.05470196559e-41
11.3277786317  7.73615255692e-41
12.4715436288  6.87020204282e-41
13.5666848047  6.59782520106e-41
13.9806886933  6.59446453714e-41
14.6695331841  6.09434734059e-41
15.5785113289  5.85511613406e-41
16.5438130975  5.84915293692e-41
16.5438130975  7.39244142801e-41
16.2481049969  8.98806937512e-41
16.053908551  1.05087614445e-40
15.5785113289  1.32882477598e-40
15.2083497039  1.55396538939e-40
14.3209698248  2.21017290896e-40
13.6484929952  2.58569258936e-40
12.6224059213  3.02655658882e-40
11.8859112155  3.40595411428e-40
11.0586188348  3.54583881074e-40
10.0444331401  3.83994808547e-40
9.34531273988  3.99765718969e-40
8.23689542729  4.33144876229e-40
7.39207157454  4.69167642815e-40
7.04495843087  5.07668698486e-40
6.75463167847  5.08030940006e-40
6.3988654452  4.70316418804e-40
6.32238656181  4.52407186477e-40
