7.00273140244  5.15067807617e-40
7.21642826893  2.98247128622e-40
7.4814899254  1.53617494667e-40
7.8974482719  7.31824221908e-41
8.18752400505  4.40623642777e-41
8.53943916012  2.86831681334e-41
9.12325839355  1.66088278263e-41
9.8057669662  1.08118075108e-41
10.3509512348  7.91234261898e-42
10.7958545544  5.56881399095e-42
11.8859112155  3.91940677485e-42
12.6985200349  2.86831681334e-42
13.7307944957  2.09910372011e-42
14.7579916383  1.66088278263e-42
15.5785113289  1.3664483493e-42
16.5438130975  1.12421003506e-42
17.8886749946  8.89513497311e-43
19.4595009607  7.31824221908e-43
21.4243253789  6.02089449334e-43
23.0270735532  5.56881399095e-43
24.749722899  4.95353520896e-43
27.5783151337  4.58159766905e-43
29.4637727731  4.40623642777e-43
