# XENONnT
# https://arxiv.org/abs/2601.11296
# m [GeV/c^2]  sigma [cm^2]
3.0061; 3.6803e-43
3.9929; 2.2994e-44
4.9997; 6.0723e-45
5.9958; 2.9987e-45
6.9917; 2.7692e-45
7.9511; 3.9562e-45
8.4957; 4.1006e-45
